school_name,district_name,year,grad_rate,cohort_size,sat_total,sat_math,sat_reading,sat_writing,school_grade,grade_score,mobility_rate,mobility_count,discipline_percent,hope_eligible_count,hope_eligible_percent
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,9.7,1084.0,49.7088,59.0,28.5
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,9.7,1084.0,49.7088,57.0,32.57
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,9.7,1084.0,49.904,59.0,28.5
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,9.7,1084.0,49.904,57.0,32.57
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,9.7,1084.0,50.3096,59.0,28.5
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,9.7,1084.0,50.3096,57.0,32.57
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,7.4,1012.0,50.4544,59.0,28.5
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,7.4,1012.0,50.4544,57.0,32.57
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,7.4,1012.0,50.2466,59.0,28.5
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,7.4,1012.0,50.2466,57.0,32.57
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,7.4,1012.0,49.925,59.0,28.5
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,7.4,1012.0,49.925,57.0,32.57
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,7.4,1012.0,50.2944,59.0,28.5
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,7.4,1012.0,50.2944,57.0,32.57
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,7.4,1012.0,50.3612,59.0,28.5
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,7.4,1012.0,50.3612,57.0,32.57
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,7.4,1012.0,50.053,59.0,28.5
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,7.4,1012.0,50.053,57.0,32.57
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,7.4,1012.0,49.9952,59.0,28.5
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,7.4,1012.0,49.9952,57.0,32.57
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,7.4,1012.0,49.5744,59.0,28.5
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,7.4,1012.0,49.5744,57.0,32.57
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,7.4,1012.0,49.7088,59.0,28.5
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,7.4,1012.0,49.7088,57.0,32.57
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,7.4,1012.0,49.904,59.0,28.5
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,7.4,1012.0,49.904,57.0,32.57
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,7.4,1012.0,50.3096,59.0,28.5
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,7.4,1012.0,50.3096,57.0,32.57
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,9.7,1084.0,50.4544,59.0,28.5
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,9.7,1084.0,50.4544,57.0,32.57
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,9.7,1084.0,50.2466,59.0,28.5
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,9.7,1084.0,50.2466,57.0,32.57
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,9.7,1084.0,49.925,59.0,28.5
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,9.7,1084.0,49.925,57.0,32.57
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,9.7,1084.0,50.2944,59.0,28.5
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,9.7,1084.0,50.2944,57.0,32.57
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,9.7,1084.0,50.3612,59.0,28.5
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,9.7,1084.0,50.3612,57.0,32.57
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,9.7,1084.0,50.053,59.0,28.5
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,9.7,1084.0,50.053,57.0,32.57
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,9.7,1084.0,49.9952,59.0,28.5
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,9.7,1084.0,49.9952,57.0,32.57
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,9.7,1084.0,49.5744,59.0,28.5
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,9.7,1084.0,49.5744,57.0,32.57
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,9.7,1084.0,49.7088,59.0,28.5
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,9.7,1084.0,49.7088,57.0,32.57
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,9.7,1084.0,49.904,59.0,28.5
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,9.7,1084.0,49.904,57.0,32.57
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,9.7,1084.0,50.3096,59.0,28.5
WESTSIDE HIGH SCHOOL,Bibb County,2023-24,84.17,202.0,934.2,453.2,248.7,232.3,,,9.7,1084.0,50.3096,57.0,32.57
RUTLAND HIGH SCHOOL,Bibb County,2023-24,93.37,183.0,915.4,431.3,246.5,237.6,,,7.5,920.0,50.8432,83.0,44.62
RUTLAND HIGH SCHOOL,Bibb County,2023-24,93.37,183.0,915.4,431.3,246.5,237.6,,,7.5,920.0,51.05600000000001,83.0,44.62
RUTLAND HIGH SCHOOL,Bibb County,2023-24,93.37,183.0,915.4,431.3,246.5,237.6,,,7.5,920.0,50.1632,83.0,44.62
RUTLAND HIGH SCHOOL,Bibb County,2023-24,93.37,183.0,915.4,431.3,246.5,237.6,,,7.5,920.0,50.644000000000005,83.0,44.62
RUTLAND HIGH SCHOOL,Bibb County,2023-24,93.37,183.0,915.4,431.3,246.5,237.6,,,7.5,920.0,50.3434,83.0,44.62
RUTLAND HIGH SCHOOL,Bibb County,2023-24,93.37,183.0,915.4,431.3,246.5,237.6,,,7.5,920.0,50.086,83.0,44.62
RUTLAND HIGH SCHOOL,Bibb County,2023-24,93.37,183.0,915.4,431.3,246.5,237.6,,,7.5,920.0,50.6028,83.0,44.62
RUTLAND HIGH SCHOOL,Bibb County,2023-24,93.37,183.0,915.4,431.3,246.5,237.6,,,7.5,920.0,50.99,83.0,44.62
RUTLAND HIGH SCHOOL,Bibb County,2023-24,93.37,183.0,915.4,431.3,246.5,237.6,,,7.5,920.0,50.19200000000001,83.0,44.62
RUTLAND HIGH SCHOOL,Bibb County,2023-24,93.37,183.0,915.4,431.3,246.5,237.6,,,7.5,920.0,50.72280000000001,83.0,44.62
RUTLAND HIGH SCHOOL,Bibb County,2023-24,93.37,183.0,915.4,431.3,246.5,237.6,,,7.5,920.0,50.0228,83.0,44.62
NORTHEAST HIGH SCHOOL,Bibb County,2023-24,75.69,109.0,904.0,430.6,245.0,228.3,,,10.1,794.0,49.496,31.0,30.1
NORTHEAST HIGH SCHOOL,Bibb County,2023-24,75.69,109.0,904.0,430.6,245.0,228.3,,,10.1,794.0,49.82000000000001,31.0,30.1
NORTHEAST HIGH SCHOOL,Bibb County,2023-24,75.69,109.0,904.0,430.6,245.0,228.3,,,10.1,794.0,49.882,31.0,30.1
NORTHEAST HIGH SCHOOL,Bibb County,2023-24,75.69,109.0,904.0,430.6,245.0,228.3,,,10.1,794.0,50.0,31.0,30.1
NORTHEAST HIGH SCHOOL,Bibb County,2023-24,75.69,109.0,904.0,430.6,245.0,228.3,,,10.1,794.0,49.7914,31.0,30.1
NORTHEAST HIGH SCHOOL,Bibb County,2023-24,75.69,109.0,904.0,430.6,245.0,228.3,,,10.1,794.0,50.0192,31.0,30.1
NORTHEAST HIGH SCHOOL,Bibb County,2023-24,75.69,109.0,904.0,430.6,245.0,228.3,,,10.1,794.0,50.2312,31.0,30.1
NORTHEAST HIGH SCHOOL,Bibb County,2023-24,75.69,109.0,904.0,430.6,245.0,228.3,,,10.1,794.0,50.8064,31.0,30.1
NORTHEAST HIGH SCHOOL,Bibb County,2023-24,75.69,109.0,904.0,430.6,245.0,228.3,,,10.1,794.0,50.46,31.0,30.1
NORTHEAST HIGH SCHOOL,Bibb County,2023-24,75.69,109.0,904.0,430.6,245.0,228.3,,,10.1,794.0,50.5022,31.0,30.1
NORTHEAST HIGH SCHOOL,Bibb County,2023-24,75.69,109.0,904.0,430.6,245.0,228.3,,,10.1,794.0,50.4316,31.0,30.1
PRICE ACADEMY,Bibb County,2023-24,,,,,,,,,50.0,14.0,55.35,,
PRICE ACADEMY,Bibb County,2023-24,,,,,,,,,50.0,14.0,50.0,,
PRICE ACADEMY,Bibb County,2023-24,,,,,,,,,50.0,14.0,50.0,,
PRICE ACADEMY,Bibb County,2023-24,,,,,,,,,50.0,14.0,50.0,,
PRICE ACADEMY,Bibb County,2023-24,,,,,,,,,50.0,14.0,49.6875,,
PRICE ACADEMY,Bibb County,2023-24,,,,,,,,,50.0,14.0,58.43459999999999,,
PRICE ACADEMY,Bibb County,2023-24,,,,,,,,,50.0,14.0,59.85000000000001,,
PRICE ACADEMY,Bibb County,2023-24,,,,,,,,,50.0,14.0,57.02,,
PRICE ACADEMY,Bibb County,2023-24,,,,,,,,,50.0,14.0,62.89919999999999,,
PRICE ACADEMY,Bibb County,2023-24,,,,,,,,,50.0,14.0,0.0,,
PRICE ACADEMY,Bibb County,2023-24,,,,,,,,,50.0,14.0,64.3,,
SOUTHWEST HIGH SCHOOL,Bibb County,2023-24,84.83,123.0,,405.0,,,,,14.7,862.0,50.103,35.0,28.93
SOUTHWEST HIGH SCHOOL,Bibb County,2023-24,84.83,123.0,,405.0,,,,,14.7,862.0,50.0256,35.0,28.93
SOUTHWEST HIGH SCHOOL,Bibb County,2023-24,84.83,123.0,,405.0,,,,,14.7,862.0,50.1022,35.0,28.93
SOUTHWEST HIGH SCHOOL,Bibb County,2023-24,84.83,123.0,,405.0,,,,,14.7,862.0,50.1464,35.0,28.93
SOUTHWEST HIGH SCHOOL,Bibb County,2023-24,84.83,123.0,,405.0,,,,,14.7,862.0,49.601,35.0,28.93
SOUTHWEST HIGH SCHOOL,Bibb County,2023-24,84.83,123.0,,405.0,,,,,14.7,862.0,49.575,35.0,28.93
SOUTHWEST HIGH SCHOOL,Bibb County,2023-24,84.83,123.0,,405.0,,,,,14.7,862.0,49.741,35.0,28.93
SOUTHWEST HIGH SCHOOL,Bibb County,2023-24,84.83,123.0,,405.0,,,,,14.7,862.0,50.229200000000006,35.0,28.93
SOUTHWEST HIGH SCHOOL,Bibb County,2023-24,84.83,123.0,,405.0,,,,,14.7,862.0,49.9428,35.0,28.93
SOUTHWEST HIGH SCHOOL,Bibb County,2023-24,84.83,123.0,,405.0,,,,,14.7,862.0,49.921800000000005,35.0,28.93
SOUTHWEST HIGH SCHOOL,Bibb County,2023-24,84.83,123.0,,405.0,,,,,14.7,862.0,50.2108,35.0,28.93
VIP ACADEMY (VIRTUAL),Bibb County,2023-24,91.55,130.0,,,,,,,6.5,397.0,0.0,23.0,18.11
VIP ACADEMY (VIRTUAL),Bibb County,2023-24,91.55,130.0,,,,,,,6.5,397.0,55.1,23.0,18.11
VIP ACADEMY (VIRTUAL),Bibb County,2023-24,91.55,130.0,,,,,,,6.5,397.0,41.0,23.0,18.11
BLECKLEY COUNTY HIGH SCHOOL,Bleckley County,2023-24,96.62,143.0,1087.0,525.5,283.8,277.7,,,1.2000000000000002,680.0,50.30160000000001,83.0,60.14
BLECKLEY COUNTY HIGH SCHOOL,Bleckley County,2023-24,96.62,143.0,1087.0,525.5,283.8,277.7,,,1.2000000000000002,680.0,51.242,83.0,60.14
BLECKLEY COUNTY HIGH SCHOOL,Bleckley County,2023-24,96.62,143.0,1087.0,525.5,283.8,277.7,,,1.2000000000000002,680.0,50.885000000000005,83.0,60.14
BLECKLEY COUNTY HIGH SCHOOL,Bleckley County,2023-24,96.62,143.0,1087.0,525.5,283.8,277.7,,,1.2000000000000002,680.0,50.5952,83.0,60.14
BLECKLEY COUNTY HIGH SCHOOL,Bleckley County,2023-24,96.62,143.0,1087.0,525.5,283.8,277.7,,,1.2000000000000002,680.0,49.732,83.0,60.14
BLECKLEY COUNTY HIGH SCHOOL,Bleckley County,2023-24,96.62,143.0,1087.0,525.5,283.8,277.7,,,1.2000000000000002,680.0,49.455200000000005,83.0,60.14
BLECKLEY COUNTY HIGH SCHOOL,Bleckley County,2023-24,96.62,143.0,1087.0,525.5,283.8,277.7,,,1.2000000000000002,680.0,50.28620000000001,83.0,60.14
BLECKLEY COUNTY HIGH SCHOOL,Bleckley County,2023-24,96.62,143.0,1087.0,525.5,283.8,277.7,,,1.2000000000000002,680.0,48.56,83.0,60.14
BLECKLEY COUNTY HIGH SCHOOL,Bleckley County,2023-24,96.62,143.0,1087.0,525.5,283.8,277.7,,,1.2000000000000002,680.0,49.8048,83.0,60.14
BLECKLEY COUNTY HIGH SCHOOL,Bleckley County,2023-24,96.62,143.0,1087.0,525.5,283.8,277.7,,,1.2000000000000002,680.0,49.9556,83.0,60.14
BLECKLEY COUNTY HIGH SCHOOL,Bleckley County,2023-24,96.62,143.0,1087.0,525.5,283.8,277.7,,,1.2000000000000002,680.0,49.6508,83.0,60.14
BLECKLEY COUNTY SUCCESS ACADEMY,Bleckley County,2023-24,79.31,23.0,,,,,,,51.8,83.0,55.6604,,
BLECKLEY COUNTY SUCCESS ACADEMY,Bleckley County,2023-24,79.31,23.0,,,,,,,51.8,83.0,61.67,,
BLECKLEY COUNTY SUCCESS ACADEMY,Bleckley County,2023-24,79.31,23.0,,,,,,,51.8,83.0,61.21759999999999,,
BLECKLEY COUNTY SUCCESS ACADEMY,Bleckley County,2023-24,79.31,23.0,,,,,,,51.8,83.0,58.0136,,
BLECKLEY COUNTY SUCCESS ACADEMY,Bleckley County,2023-24,79.31,23.0,,,,,,,51.8,83.0,55.8976,,
BLECKLEY COUNTY SUCCESS ACADEMY,Bleckley County,2023-24,79.31,23.0,,,,,,,51.8,83.0,59.900000000000006,,
BLECKLEY COUNTY SUCCESS ACADEMY,Bleckley County,2023-24,79.31,23.0,,,,,,,51.8,83.0,53.197,,
BLECKLEY COUNTY SUCCESS ACADEMY,Bleckley County,2023-24,79.31,23.0,,,,,,,51.8,83.0,55.2488,,
BLECKLEY COUNTY SUCCESS ACADEMY,Bleckley County,2023-24,79.31,23.0,,,,,,,51.8,83.0,52.7722,,
BLECKLEY COUNTY SUCCESS ACADEMY,Bleckley County,2023-24,79.31,23.0,,,,,,,51.8,83.0,51.9404,,
BRANTLEY COUNTY HIGH SCHOOL,Brantley County,2023-24,90.83,198.0,1021.6,493.5,276.5,251.6,,,3.9,920.0,51.6962,97.0,50.26
BRANTLEY COUNTY HIGH SCHOOL,Brantley County,2023-24,90.83,198.0,1021.6,493.5,276.5,251.6,,,3.9,920.0,51.16,97.0,50.26
BRANTLEY COUNTY HIGH SCHOOL,Brantley County,2023-24,90.83,198.0,1021.6,493.5,276.5,251.6,,,3.9,920.0,50.9472,97.0,50.26
BRANTLEY COUNTY HIGH SCHOOL,Brantley County,2023-24,90.83,198.0,1021.6,493.5,276.5,251.6,,,3.9,920.0,51.3764,97.0,50.26
BRANTLEY COUNTY HIGH SCHOOL,Brantley County,2023-24,90.83,198.0,1021.6,493.5,276.5,251.6,,,3.9,920.0,51.561,97.0,50.26
BRANTLEY COUNTY HIGH SCHOOL,Brantley County,2023-24,90.83,198.0,1021.6,493.5,276.5,251.6,,,3.9,920.0,50.262800000000006,97.0,50.26
BRANTLEY COUNTY HIGH SCHOOL,Brantley County,2023-24,90.83,198.0,1021.6,493.5,276.5,251.6,,,3.9,920.0,49.9782,97.0,50.26
BRANTLEY COUNTY HIGH SCHOOL,Brantley County,2023-24,90.83,198.0,1021.6,493.5,276.5,251.6,,,3.9,920.0,50.6016,97.0,50.26
BRANTLEY COUNTY HIGH SCHOOL,Brantley County,2023-24,90.83,198.0,1021.6,493.5,276.5,251.6,,,3.9,920.0,50.0708,97.0,50.26
BRANTLEY COUNTY HIGH SCHOOL,Brantley County,2023-24,90.83,198.0,1021.6,493.5,276.5,251.6,,,3.9,920.0,50.4284,97.0,50.26
BRANTLEY COUNTY HIGH SCHOOL,Brantley County,2023-24,90.83,198.0,1021.6,493.5,276.5,251.6,,,3.9,920.0,51.2444,97.0,50.26
BROOKS COUNTY HIGH SCHOOL,Brooks County,2023-24,92.92,105.0,878.6,423.8,231.3,223.5,,,3.9,542.0,49.944,34.0,32.69
BROOKS COUNTY HIGH SCHOOL,Brooks County,2023-24,92.92,105.0,878.6,423.8,231.3,223.5,,,3.9,542.0,51.1904,34.0,32.69
BROOKS COUNTY HIGH SCHOOL,Brooks County,2023-24,92.92,105.0,878.6,423.8,231.3,223.5,,,3.9,542.0,51.92400000000001,34.0,32.69
BROOKS COUNTY HIGH SCHOOL,Brooks County,2023-24,92.92,105.0,878.6,423.8,231.3,223.5,,,3.9,542.0,52.327,34.0,32.69
BROOKS COUNTY HIGH SCHOOL,Brooks County,2023-24,92.92,105.0,878.6,423.8,231.3,223.5,,,3.9,542.0,51.2432,34.0,32.69
BROOKS COUNTY HIGH SCHOOL,Brooks County,2023-24,92.92,105.0,878.6,423.8,231.3,223.5,,,3.9,542.0,51.2988,34.0,32.69
BROOKS COUNTY HIGH SCHOOL,Brooks County,2023-24,92.92,105.0,878.6,423.8,231.3,223.5,,,3.9,542.0,50.0608,34.0,32.69
BROOKS COUNTY HIGH SCHOOL,Brooks County,2023-24,92.92,105.0,878.6,423.8,231.3,223.5,,,3.9,542.0,49.9756,34.0,32.69
BROOKS COUNTY HIGH SCHOOL,Brooks County,2023-24,92.92,105.0,878.6,423.8,231.3,223.5,,,3.9,542.0,50.092,34.0,32.69
BROOKS COUNTY HIGH SCHOOL,Brooks County,2023-24,92.92,105.0,878.6,423.8,231.3,223.5,,,3.9,542.0,50.3674,34.0,32.69
BROOKS COUNTY HIGH SCHOOL,Brooks County,2023-24,92.92,105.0,878.6,423.8,231.3,223.5,,,3.9,542.0,49.973000000000006,34.0,32.69
DELTA INNOVATIVE SCHOOL,Brooks County,2023-24,85.11,40.0,,,,,,,87.60000000000001,105.0,58.329600000000006,,
DELTA INNOVATIVE SCHOOL,Brooks County,2023-24,85.11,40.0,,,,,,,87.60000000000001,105.0,52.60000000000001,,
DELTA INNOVATIVE SCHOOL,Brooks County,2023-24,85.11,40.0,,,,,,,87.60000000000001,105.0,53.595200000000006,,
DELTA INNOVATIVE SCHOOL,Brooks County,2023-24,85.11,40.0,,,,,,,87.60000000000001,105.0,0.0,,
DELTA INNOVATIVE SCHOOL,Brooks County,2023-24,85.11,40.0,,,,,,,87.60000000000001,105.0,0.0,,
DELTA INNOVATIVE SCHOOL,Brooks County,2023-24,85.11,40.0,,,,,,,87.60000000000001,105.0,51.551,,
DELTA INNOVATIVE SCHOOL,Brooks County,2023-24,85.11,40.0,,,,,,,87.60000000000001,105.0,50.900000000000006,,
RICHMOND HILL HIGH SCHOOL,Bryan County,2023-24,96.01,577.0,1087.1,518.9,288.0,280.2,,,3.4000000000000004,2669.0,51.540000000000006,334.0,57.69
RICHMOND HILL HIGH SCHOOL,Bryan County,2023-24,96.01,577.0,1087.1,518.9,288.0,280.2,,,3.4000000000000004,2669.0,51.2012,334.0,57.69
RICHMOND HILL HIGH SCHOOL,Bryan County,2023-24,96.01,577.0,1087.1,518.9,288.0,280.2,,,3.4000000000000004,2669.0,51.1792,334.0,57.69
RICHMOND HILL HIGH SCHOOL,Bryan County,2023-24,96.01,577.0,1087.1,518.9,288.0,280.2,,,3.4000000000000004,2669.0,50.2592,334.0,57.69
RICHMOND HILL HIGH SCHOOL,Bryan County,2023-24,96.01,577.0,1087.1,518.9,288.0,280.2,,,3.4000000000000004,2669.0,50.4312,334.0,57.69
RICHMOND HILL HIGH SCHOOL,Bryan County,2023-24,96.01,577.0,1087.1,518.9,288.0,280.2,,,3.4000000000000004,2669.0,51.152,334.0,57.69
RICHMOND HILL HIGH SCHOOL,Bryan County,2023-24,96.01,577.0,1087.1,518.9,288.0,280.2,,,3.4000000000000004,2669.0,50.4088,334.0,57.69
RICHMOND HILL HIGH SCHOOL,Bryan County,2023-24,96.01,577.0,1087.1,518.9,288.0,280.2,,,3.4000000000000004,2669.0,50.0756,334.0,57.69
RICHMOND HILL HIGH SCHOOL,Bryan County,2023-24,96.01,577.0,1087.1,518.9,288.0,280.2,,,3.4000000000000004,2669.0,50.3048,334.0,57.69
RICHMOND HILL HIGH SCHOOL,Bryan County,2023-24,96.01,577.0,1087.1,518.9,288.0,280.2,,,3.4000000000000004,2669.0,50.0776,334.0,57.69
RICHMOND HILL HIGH SCHOOL,Bryan County,2023-24,96.01,577.0,1087.1,518.9,288.0,280.2,,,3.4000000000000004,2669.0,50.2114,334.0,57.69
BRYAN COUNTY HIGH SCHOOL,Bryan County,2023-24,86.71,137.0,960.8,473.8,252.3,234.8,,,5.2,522.0,50.0296,55.0,39.29
BRYAN COUNTY HIGH SCHOOL,Bryan County,2023-24,86.71,137.0,960.8,473.8,252.3,234.8,,,5.2,522.0,50.3816,55.0,39.29
BRYAN COUNTY HIGH SCHOOL,Bryan County,2023-24,86.71,137.0,960.8,473.8,252.3,234.8,,,5.2,522.0,50.468,55.0,39.29
BRYAN COUNTY HIGH SCHOOL,Bryan County,2023-24,86.71,137.0,960.8,473.8,252.3,234.8,,,5.2,522.0,51.44760000000001,55.0,39.29
BRYAN COUNTY HIGH SCHOOL,Bryan County,2023-24,86.71,137.0,960.8,473.8,252.3,234.8,,,5.2,522.0,50.8188,55.0,39.29
BRYAN COUNTY HIGH SCHOOL,Bryan County,2023-24,86.71,137.0,960.8,473.8,252.3,234.8,,,5.2,522.0,50.711200000000005,55.0,39.29
BRYAN COUNTY HIGH SCHOOL,Bryan County,2023-24,86.71,137.0,960.8,473.8,252.3,234.8,,,5.2,522.0,50.0932,55.0,39.29
BRYAN COUNTY HIGH SCHOOL,Bryan County,2023-24,86.71,137.0,960.8,473.8,252.3,234.8,,,5.2,522.0,50.9666,55.0,39.29
BRYAN COUNTY HIGH SCHOOL,Bryan County,2023-24,86.71,137.0,960.8,473.8,252.3,234.8,,,5.2,522.0,50.8294,55.0,39.29
BRYAN COUNTY HIGH SCHOOL,Bryan County,2023-24,86.71,137.0,960.8,473.8,252.3,234.8,,,5.2,522.0,49.903,55.0,39.29
BRYAN COUNTY HIGH SCHOOL,Bryan County,2023-24,86.71,137.0,960.8,473.8,252.3,234.8,,,5.2,522.0,50.0854,55.0,39.29
SOUTHEAST BULLOCH HIGH SCHOOL,Bulloch County,2023-24,94.2,276.0,1072.1,523.0,278.1,270.9,,,4.2,1098.0,49.942800000000005,135.0,47.37
SOUTHEAST BULLOCH HIGH SCHOOL,Bulloch County,2023-24,94.2,276.0,1072.1,523.0,278.1,270.9,,,4.2,1098.0,50.77040000000001,135.0,47.37
SOUTHEAST BULLOCH HIGH SCHOOL,Bulloch County,2023-24,94.2,276.0,1072.1,523.0,278.1,270.9,,,4.2,1098.0,50.7964,135.0,47.37
SOUTHEAST BULLOCH HIGH SCHOOL,Bulloch County,2023-24,94.2,276.0,1072.1,523.0,278.1,270.9,,,4.2,1098.0,50.7332,135.0,47.37
SOUTHEAST BULLOCH HIGH SCHOOL,Bulloch County,2023-24,94.2,276.0,1072.1,523.0,278.1,270.9,,,4.2,1098.0,50.5508,135.0,47.37
SOUTHEAST BULLOCH HIGH SCHOOL,Bulloch County,2023-24,94.2,276.0,1072.1,523.0,278.1,270.9,,,4.2,1098.0,51.689599999999984,135.0,47.37
SOUTHEAST BULLOCH HIGH SCHOOL,Bulloch County,2023-24,94.2,276.0,1072.1,523.0,278.1,270.9,,,4.2,1098.0,51.5844,135.0,47.37
SOUTHEAST BULLOCH HIGH SCHOOL,Bulloch County,2023-24,94.2,276.0,1072.1,523.0,278.1,270.9,,,4.2,1098.0,51.2606,135.0,47.37
SOUTHEAST BULLOCH HIGH SCHOOL,Bulloch County,2023-24,94.2,276.0,1072.1,523.0,278.1,270.9,,,4.2,1098.0,51.20119999999999,135.0,47.37
SOUTHEAST BULLOCH HIGH SCHOOL,Bulloch County,2023-24,94.2,276.0,1072.1,523.0,278.1,270.9,,,4.2,1098.0,50.2772,135.0,47.37
SOUTHEAST BULLOCH HIGH SCHOOL,Bulloch County,2023-24,94.2,276.0,1072.1,523.0,278.1,270.9,,,4.2,1098.0,50.3288,135.0,47.37
STATESBORO HIGH SCHOOL,Bulloch County,2023-24,86.65,396.0,1015.9,487.2,269.5,259.2,,,9.3,1778.0,50.0436,151.0,39.95
STATESBORO HIGH SCHOOL,Bulloch County,2023-24,86.65,396.0,1015.9,487.2,269.5,259.2,,,9.3,1778.0,50.056,151.0,39.95
STATESBORO HIGH SCHOOL,Bulloch County,2023-24,86.65,396.0,1015.9,487.2,269.5,259.2,,,9.3,1778.0,50.0534,151.0,39.95
STATESBORO HIGH SCHOOL,Bulloch County,2023-24,86.65,396.0,1015.9,487.2,269.5,259.2,,,9.3,1778.0,50.238,151.0,39.95
